888,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
889,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
890,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
891,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
892,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
893,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
894,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
895,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
896,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
897,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
898,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
899,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
900,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
901,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
902,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
903,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
904,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
905,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
906,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
907,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
908,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
909,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
910,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
911,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
912,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
913,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
914,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
915,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
916,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
917,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
918,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
919,1,0.855,319,-310,6,2,0.5,7,1,0,0.55,0.55,0.55,0.55,0.76,0.76
